	COUNTY	NAME	ST	B00001_001E	B01001_001E	B00002_001E	B08201_001E	state	county
1178	003	Aroostook County, Maine	23	13974	70005	7772	30355	23	003
1179	005	Cumberland County, Maine	23	23901	286119	11100	117135	23	005
1180	007	Franklin County, Maine	23	4644	30402	3665	11841	23	007
1181	009	Hancock County, Maine	23	9050	54658	6454	24371	23	009
1182	011	Kennebec County, Maine	23	11920	121112	5718	51443	23	011
1183	013	Knox County, Maine	23	5169	39723	3006	16999	23	013
1184	015	Lincoln County, Maine	23	5139	34156	3197	14876	23	015
1185	017	Oxford County, Maine	23	8676	57421	6020	21767	23	017
1186	019	Penobscot County, Maine	23	18946	153437	9407	61973	23	019
1187	021	Piscataquis County, Maine	23	3522	17156	3260	7529	23	021
1188	023	Sagadahoc County, Maine	23	3635	35092	1858	15405	23	023
1189	025	Somerset County, Maine	23	7128	51577	4465	21800	23	025
1190	027	Waldo County, Maine	23	7572	38976	3893	16888	23	027
1191	029	Washington County, Maine	23	8699	32191	5812	14139	23	029
1192	031	York County, Maine	23	15758	199682	7741	82127	23	031
1193	001	Allegany County, Maryland	24	7929	73549	3371	28324	24	001
1194	003	Anne Arundel County, Maryland	24	37703	555280	14407	203336	24	003
1195	005	Baltimore County, Maryland	24	65773	822959	26872	312900	24	005
1196	009	Calvert County, Maryland	24	6682	90114	2564	31155	24	009
1197	011	Caroline County, Maryland	24	3765	32661	1531	11920	24	011
1198	013	Carroll County, Maryland	24	14829	167444	5410	60004	24	013
1199	015	Cecil County, Maryland	24	7365	101960	3021	36728	24	015
1200	017	Charles County, Maryland	24	11365	152754	4183	53171	24	017
1201	019	Dorchester County, Maryland	24	3416	32534	1741	13265	24	019
1202	021	Frederick County, Maryland	24	21404	241373	8002	88494	24	021
1203	023	Garrett County, Maryland	24	3721	29813	1905	11863	24	023
1204	025	Harford County, Maryland	24	19409	248966	7626	91727	24	025
1205	027	Howard County, Maryland	24	21312	304115	7844	108555	24	027
1206	029	Kent County, Maryland	24	2251	19923	1087	7624	24	029
1207	031	Montgomery County, Maryland	24	80706	1017859	31127	365235	24	031
1208	033	Prince George's County, Maryland	24	69926	892816	27007	305610	24	033
1209	035	Queen Anne's County, Maryland	24	4471	48600	1876	17522	24	035
1210	037	St. Mary's County, Maryland	24	7245	109614	2682	38243	24	037
1211	039	Somerset County, Maryland	24	2840	25980	911	8385	24	039
1212	041	Talbot County, Maryland	24	3742	37799	1923	16231	24	041
1213	043	Washington County, Maryland	24	12834	149270	4992	56067	24	043
1214	045	Wicomico County, Maryland	24	7530	101182	3065	36989	24	045
1215	047	Worcester County, Maryland	24	4088	51519	3430	20773	24	047
1216	510	Baltimore city, Maryland	24	48409	622454	23660	242268	24	510
1217	001	Barnstable County, Massachusetts	25	16688	214766	10583	94417	25	001
1218	003	Berkshire County, Massachusetts	25	14687	129288	7387	55240	25	003
1219	005	Bristol County, Massachusetts	25	41343	552763	16741	212029	25	005
1220	007	Dukes County, Massachusetts	25	1260	17048	1410	6007	25	007
1221	009	Essex County, Massachusetts	25	57622	763849	22701	287912	25	009
1222	011	Franklin County, Massachusetts	25	10821	71144	5020	30202	25	011
1223	013	Hampden County, Massachusetts	25	35767	468041	14551	176900	25	013
1224	015	Hampshire County, Massachusetts	25	15130	160759	5343	58631	25	015
1225	017	Middlesex County, Massachusetts	25	119786	1556116	45814	585642	25	017
1226	019	Nantucket County, Massachusetts	25	1119	10556	1037	3923	25	019
1227	021	Norfolk County, Massachusetts	25	51294	687721	19246	259545	25	021
1228	023	Plymouth County, Massachusetts	25	36750	503681	14122	181425	25	023
1229	025	Suffolk County, Massachusetts	25	57284	758919	23818	296672	25	025
1230	027	Worcester County, Massachusetts	25	63244	810935	24852	301176	25	027
1231	001	Alcona County, Michigan	26	3231	10550	2574	5001	26	001
1232	003	Alger County, Michigan	26	2042	9476	1338	3470	26	003
1233	005	Allegan County, Michigan	26	13256	112837	5678	41893	26	005
1234	007	Alpena County, Michigan	26	4519	29068	2289	12722	26	007
1235	009	Antrim County, Michigan	26	5457	23267	3233	9689	26	009
1236	011	Arenac County, Michigan	26	4706	15424	2489	6447	26	011
1237	013	Baraga County, Michigan	26	2150	8690	1264	2974	26	013
1238	015	Barry County, Michigan	26	6893	59147	2843	22836	26	015
1239	017	Bay County, Michigan	26	10629	106698	4668	43565	26	017
1240	019	Benzie County, Michigan	26	3846	17437	2533	7225	26	019
1241	021	Berrien County, Michigan	26	18671	155565	8969	61167	26	021
1242	023	Branch County, Michigan	26	7720	43706	3467	16022	26	023
1243	025	Calhoun County, Michigan	26	15969	134790	6976	52850	26	025
1244	027	Cass County, Michigan	26	6602	51952	3198	20101	26	027
1245	029	Charlevoix County, Michigan	26	5938	26134	3514	10794	26	029
1246	031	Cheboygan County, Michigan	26	5462	25690	3382	11223	26	031
1247	033	Chippewa County, Michigan	26	6911	38586	3822	13997	26	033
1248	035	Clare County, Michigan	26	5775	30710	3660	13255	26	035
1249	037	Clinton County, Michigan	26	10307	76905	4143	28857	26	037
1250	039	Crawford County, Michigan	26	2451	13895	1633	5954	26	039
1251	041	Delta County, Michigan	26	5770	36712	3209	15685	26	041
1252	043	Dickinson County, Michigan	26	3238	26012	1752	11059	26	043
1253	045	Eaton County, Michigan	26	12754	108341	5361	43632	26	045
1254	047	Emmet County, Michigan	26	6404	33018	3615	13948	26	047
1255	049	Genesee County, Michigan	26	36319	415874	16200	165268	26	049
1256	051	Gladwin County, Michigan	26	5765	25501	3280	10960	26	051
1257	053	Gogebic County, Michigan	26	2920	15824	1781	6741	26	053
1258	055	Grand Traverse County, Michigan	26	7638	89907	3407	35082	26	055
1259	057	Gratiot County, Michigan	26	8531	41878	3124	14716	26	057
1260	059	Hillsdale County, Michigan	26	9450	46178	4096	17810	26	059
1261	061	Houghton County, Michigan	26	6456	36660	3145	13765	26	061
1262	063	Huron County, Michigan	26	9540	32290	5276	13805	26	063
1263	065	Ingham County, Michigan	26	27179	283491	11165	110418	26	065
1264	067	Ionia County, Michigan	26	9748	64064	3715	22092	26	067
1265	069	Iosco County, Michigan	26	5033	25401	3167	11343	26	069
1266	071	Iron County, Michigan	26	2831	11507	2059	5392	26	071
1267	073	Isabella County, Michigan	26	11216	70669	4562	24661	26	073
1268	075	Jackson County, Michigan	26	16339	159759	6487	60591	26	075
1269	077	Kalamazoo County, Michigan	26	22963	256752	9453	100341	26	077
1270	079	Kalkaska County, Michigan	26	3863	17230	2466	7185	26	079
1271	081	Kent County, Michigan	26	49230	622590	19300	232961	26	081
1272	083	Keweenaw County, Michigan	26	682	2198	723	1040	26	083
1273	085	Lake County, Michigan	26	3196	11426	3747	4365	26	085
1274	087	Lapeer County, Michigan	26	10975	88235	4314	32682	26	087
1275	089	Leelanau County, Michigan	26	4142	21772	2587	9234	26	089
1276	091	Lenawee County, Michigan	26	13709	98902	5555	37964	26	091
1277	093	Livingston County, Michigan	26	20549	184591	7926	68980	26	093
1278	095	Luce County, Michigan	26	1498	6477	802	2377	26	095
1279	097	Mackinac County, Michigan	26	2602	11044	2135	5209	26	097
1280	099	Macomb County, Michigan	26	71051	854689	29753	336379	26	099
1281	101	Manistee County, Michigan	26	5500	24536	3148	10142	26	101
1282	103	Marquette County, Michigan	26	9864	67582	5111	26457	26	103
1283	105	Mason County, Michigan	26	5762	28711	3072	12248	26	105
1284	107	Mecosta County, Michigan	26	7299	43301	3370	15478	26	107
1285	109	Menominee County, Michigan	26	5313	23717	2880	10679	26	109
1286	111	Midland County, Michigan	26	10175	83624	4238	33617	26	111
1287	113	Missaukee County, Michigan	26	4543	14988	2377	5866	26	113
1288	115	Monroe County, Michigan	26	14746	150436	6092	58566	26	115
1289	117	Montcalm County, Michigan	26	10069	63004	4281	23284	26	117
1290	119	Montmorency County, Michigan	26	2089	9401	1690	4070	26	119
1291	121	Muskegon County, Michigan	26	18139	171483	7417	64490	26	121
1292	123	Newaygo County, Michigan	26	9806	48029	4837	18339	26	123
1293	125	Oakland County, Michigan	26	113558	1229503	47571	493489	26	125
1294	127	Oceana County, Michigan	26	6486	26229	3526	9822	26	127
1295	129	Ogemaw County, Michigan	26	5056	21222	3163	9434	26	129
1296	131	Ontonagon County, Michigan	26	2043	6298	1542	3084	26	131
1297	133	Osceola County, Michigan	26	6407	23234	3428	8757	26	133
1298	135	Oscoda County, Michigan	26	1801	8444	1523	3686	26	135
1299	137	Otsego County, Michigan	26	3650	24141	1909	9956	26	137
1300	139	Ottawa County, Michigan	26	23066	273136	8271	96283	26	139
1301	141	Presque Isle County, Michigan	26	4305	13037	2827	5999	26	141
1302	143	Roscommon County, Michigan	26	3607	24068	2822	11543	26	143
1303	145	Saginaw County, Michigan	26	22018	196479	9327	77925	26	145
1304	147	St. Clair County, Michigan	26	18144	160429	7792	64143	26	147
1305	149	St. Joseph County, Michigan	26	8889	61022	3869	23270	26	149
1306	151	Sanilac County, Michigan	26	10586	42014	5191	16280	26	151
1307	153	Schoolcraft County, Michigan	26	1887	8288	1337	3419	26	153
1308	155	Shiawassee County, Michigan	26	9647	69113	4064	27409	26	155
1309	157	Tuscola County, Michigan	26	10340	54420	4552	21304	26	157
1310	159	Van Buren County, Michigan	26	9796	75351	4535	28367	26	159
1311	161	Washtenaw County, Michigan	26	34417	354092	13995	138067	26	161
1312	163	Wayne County, Michigan	26	152995	1778969	71643	667275	26	163
1313	165	Wexford County, Michigan	26	6078	32751	3086	12673	26	165
1314	001	Aitkin County, Minnesota	27	5778	15839	4359	7609	27	001
1315	003	Anoka County, Minnesota	27	31875	338764	12152	124477	27	003
1316	005	Becker County, Minnesota	27	10146	33138	5346	13562	27	005
1317	007	Beltrami County, Minnesota	27	8904	45434	4279	16739	27	007
1318	009	Benton County, Minnesota	27	6620	39221	2547	15632	27	009
1319	011	Big Stone County, Minnesota	27	1883	5134	1025	2282	27	011
1320	013	Blue Earth County, Minnesota	27	11549	65125	4722	24847	27	013
1321	015	Brown County, Minnesota	27	5712	25391	2415	10679	27	015
1322	017	Carlton County, Minnesota	27	7851	35443	3541	13398	27	017
1323	019	Carver County, Minnesota	27	11827	95715	4351	34421	27	019
1324	021	Cass County, Minnesota	27	10937	28519	7706	12856	27	021
1325	023	Chippewa County, Minnesota	27	3435	12154	1488	5036	27	023
1326	025	Chisago County, Minnesota	27	8136	53834	3111	19808	27	025
1327	027	Clay County, Minnesota	27	9851	60879	3823	22674	27	027
1328	029	Clearwater County, Minnesota	27	3989	8752	1971	3486	27	029
1329	031	Cook County, Minnesota	27	1302	5194	893	2652	27	031
1330	033	Cottonwood County, Minnesota	27	3407	11632	1508	4779	27	033
1331	035	Crow Wing County, Minnesota	27	12358	63048	7256	26365	27	035
1332	037	Dakota County, Minnesota	27	39109	408456	15518	156466	27	037
1333	039	Dodge County, Minnesota	27	5128	20290	1989	7556	27	039
1334	041	Douglas County, Minnesota	27	7834	36620	3871	15559	27	041
1335	043	Faribault County, Minnesota	27	5069	14230	2350	6374	27	043
1336	045	Fillmore County, Minnesota	27	8041	20843	3603	8531	27	045
1337	047	Freeborn County, Minnesota	27	8161	30897	3605	12993	27	047
1338	049	Goodhue County, Minnesota	27	9814	46377	3967	18793	27	049
1339	051	Grant County, Minnesota	27	2573	5961	1292	2530	27	051
1340	053	Hennepin County, Minnesota	27	105741	1197776	44863	490196	27	053
1341	055	Houston County, Minnesota	27	5516	18812	2403	7886	27	055
1342	057	Hubbard County, Minnesota	27	6682	20574	3959	8787	27	057
1343	059	Isanti County, Minnesota	27	6248	38296	2502	14059	27	059
1344	061	Itasca County, Minnesota	27	10273	45354	5712	18965	27	061
1345	063	Jackson County, Minnesota	27	3640	10211	1662	4354	27	063
1346	065	Kanabec County, Minnesota	27	4704	16003	2237	6191	27	065
1347	067	Kandiyohi County, Minnesota	27	9940	42444	4393	16701	27	067
1348	069	Kittson County, Minnesota	27	1838	4480	1028	1912	27	069
1349	071	Koochiching County, Minnesota	27	1911	13054	1086	5844	27	071
1350	073	Lac qui Parle County, Minnesota	27	3187	7023	1533	3078	27	073
1351	075	Lake County, Minnesota	27	1913	10750	1186	5087	27	075
1352	077	Lake of the Woods County, Minnesota	27	565	3949	443	1623	27	077
1353	079	Le Sueur County, Minnesota	27	6974	27707	3027	10839	27	079
1354	081	Lincoln County, Minnesota	27	2603	5808	1268	2497	27	081
1355	083	Lyon County, Minnesota	27	6252	25699	2595	9958	27	083
1356	085	McLeod County, Minnesota	27	7142	36046	2925	14819	27	085
1357	087	Mahnomen County, Minnesota	27	2614	5496	1517	2001	27	087
1358	089	Marshall County, Minnesota	27	4333	9453	2101	4027	27	089
1359	091	Martin County, Minnesota	27	5512	20350	2498	8831	27	091
1360	093	Meeker County, Minnesota	27	7098	23129	3097	9174	27	093
1361	095	Mille Lacs County, Minnesota	27	6621	25809	3361	10046	27	095
1362	097	Morrison County, Minnesota	27	10850	32962	4686	13352	27	097
1363	099	Mower County, Minnesota	27	8364	39227	3556	15425	27	099
1364	101	Murray County, Minnesota	27	3772	8529	1850	3737	27	101
1365	103	Nicollet County, Minnesota	27	5899	33086	2256	12629	27	103
1366	105	Nobles County, Minnesota	27	5516	21687	2318	7842	27	105
1367	107	Norman County, Minnesota	27	2880	6692	1383	2728	27	107
1368	109	Olmsted County, Minnesota	27	17690	148736	7081	57899	27	109
1369	111	Otter Tail County, Minnesota	27	18385	57511	9884	24042	27	111
1370	113	Pennington County, Minnesota	27	3182	14110	1375	5920	27	113
1371	115	Pine County, Minnesota	27	8690	29218	4693	11361	27	115
1372	117	Pipestone County, Minnesota	27	3004	9354	1318	3980	27	117
1373	119	Polk County, Minnesota	27	8936	31547	4049	12723	27	119
1374	121	Pope County, Minnesota	27	4297	10948	2108	4809	27	121
1375	123	Ramsey County, Minnesota	27	46525	527411	18827	206857	27	123
1376	125	Red Lake County, Minnesota	27	1847	4061	860	1661	27	125
1377	127	Redwood County, Minnesota	27	5827	15723	2624	6307	27	127
1378	129	Renville County, Minnesota	27	5683	15171	2613	6341	27	129
1379	131	Rice County, Minnesota	27	10046	64886	3607	22532	27	131
1380	133	Rock County, Minnesota	27	3078	9563	1282	3929	27	133
1381	135	Roseau County, Minnesota	27	5204	15615	2329	6318	27	135
1382	137	St. Louis County, Minnesota	27	33021	200506	16543	84545	27	137
1383	139	Scott County, Minnesota	27	12720	137322	4639	46805	27	139
1384	141	Sherburne County, Minnesota	27	7486	90401	2680	30574	27	141
1385	143	Sibley County, Minnesota	27	5265	15021	2250	6014	27	143
1386	145	Stearns County, Minnesota	27	24303	152595	9478	57265	27	145
1387	147	Steele County, Minnesota	27	6288	36523	2592	14271	27	147
1388	149	Stevens County, Minnesota	27	2832	9771	1137	3668	27	149
1389	151	Swift County, Minnesota	27	3513	9525	1607	4231	27	151
1390	153	Todd County, Minnesota	27	8869	24466	4085	9839	27	153
1391	155	Traverse County, Minnesota	27	1331	3429	699	1524	27	155
1392	157	Wabasha County, Minnesota	27	6111	21381	2628	8953	27	157
1393	159	Wadena County, Minnesota	27	4142	13759	1943	5673	27	159
1394	161	Waseca County, Minnesota	27	4257	19076	1751	7325	27	161
1395	163	Washington County, Minnesota	27	23783	246670	9213	90932	27	163
1396	165	Watonwan County, Minnesota	27	2914	11054	1352	4450	27	165
1397	167	Wilkin County, Minnesota	27	1980	6526	861	2776	27	167
1398	169	Winona County, Minnesota	27	9715	51213	3847	19068	27	169
1399	171	Wright County, Minnesota	27	15152	128691	5848	45265	27	171
1400	173	Yellow Medicine County, Minnesota	27	4150	10092	1778	4196	27	173
1401	001	Adams County, Mississippi	28	2495	31979	1137	11854	28	001
1402	003	Alcorn County, Mississippi	28	2728	37319	1262	14806	28	003
1403	005	Amite County, Mississippi	28	994	12840	524	4985	28	005
1404	007	Attala County, Mississippi	28	1749	19175	820	7451	28	007
1405	009	Benton County, Mississippi	28	816	8470	458	2964	28	009
1406	011	Bolivar County, Mississippi	28	3872	33803	1659	12382	28	011
1407	013	Calhoun County, Mississippi	28	1883	14789	899	5922	28	013
1408	015	Carroll County, Mississippi	28	687	10338	375	3694	28	015
1409	017	Chickasaw County, Mississippi	28	1611	17391	726	6484	28	017
1410	019	Choctaw County, Mississippi	28	1016	8354	486	3303	28	019
1411	021	Claiborne County, Mississippi	28	918	9330	427	3192	28	021
1412	023	Clarke County, Mississippi	28	1630	16362	816	6486	28	023
1413	025	Clay County, Mississippi	28	1672	20279	742	7795	28	025
1414	027	Coahoma County, Mississippi	28	2477	25254	1059	9360	28	027
1415	029	Copiah County, Mississippi	28	2309	28921	983	9840	28	029
1416	031	Covington County, Mississippi	28	1313	19471	598	6969	28	031
1417	033	DeSoto County, Mississippi	28	10759	168586	4246	60010	28	033
1418	035	Forrest County, Mississippi	28	4857	76267	2006	27983	28	035
1419	037	Franklin County, Mississippi	28	886	7857	426	3291	28	037
1420	039	George County, Mississippi	28	1384	23104	578	7471	28	039
1421	041	Greene County, Mississippi	28	1529	14129	434	4180	28	041
1422	043	Grenada County, Mississippi	28	1113	21591	571	7429	28	043
1423	045	Hancock County, Mississippi	28	2116	45627	1005	18591	28	045
1424	047	Harrison County, Mississippi	28	12337	196268	5505	75882	28	047
1425	049	Hinds County, Mississippi	28	17352	245874	7485	88762	28	049
1426	051	Holmes County, Mississippi	28	2432	18772	1137	6420	28	051
1427	053	Humphreys County, Mississippi	28	1128	8984	515	3057	28	053
1428	055	Issaquena County, Mississippi	28	226	1291	95	436	28	055
1429	057	Itawamba County, Mississippi	28	2148	23451	861	8835	28	057
1430	059	Jackson County, Mississippi	28	8088	140676	3705	50242	28	059
1431	061	Jasper County, Mississippi	28	1412	16588	668	6873	28	061
1432	063	Jefferson County, Mississippi	28	487	7586	235	2545	28	063
1433	065	Jefferson Davis County, Mississippi	28	919	11941	460	5019	28	065
1434	067	Jones County, Mississippi	28	4112	68276	1717	24561	28	067
1435	069	Kemper County, Mississippi	28	856	10211	370	3665	28	069
1436	071	Lafayette County, Mississippi	28	3370	51169	1326	17334	28	071
1437	073	Lamar County, Mississippi	28	3107	58885	1308	21865	28	073
1438	075	Lauderdale County, Mississippi	28	5468	79832	2265	29701	28	075
1439	077	Lawrence County, Mississippi	28	1367	12586	686	4780	28	077
1440	079	Leake County, Mississippi	28	1871	23153	740	8314	28	079
1441	081	Lee County, Mississippi	28	5884	85036	2510	32311	28	081
1442	083	Leflore County, Mississippi	28	2809	31516	1199	10824	28	083
1443	085	Lincoln County, Mississippi	28	1890	34765	820	12993	28	085
1444	087	Lowndes County, Mississippi	28	4373	59699	1911	23270	28	087
1445	089	Madison County, Mississippi	28	6723	100202	2687	37107	28	089
1446	091	Marion County, Mississippi	28	1883	26109	789	9814	28	091
1447	093	Marshall County, Mississippi	28	2304	36385	867	13106	28	093
1448	095	Monroe County, Mississippi	28	2958	36175	1354	13936	28	095
1449	097	Montgomery County, Mississippi	28	968	10464	469	4261	28	097
1450	099	Neshoba County, Mississippi	28	2350	29553	982	10738	28	099
1451	101	Newton County, Mississippi	28	2186	21663	919	8011	28	101
1452	103	Noxubee County, Mississippi	28	936	11143	472	4067	28	103
1453	105	Oktibbeha County, Mississippi	28	3187	49048	1200	17483	28	105
1454	107	Panola County, Mississippi	28	2258	34373	1048	12133	28	107
1455	109	Pearl River County, Mississippi	28	2957	55196	1240	20606	28	109
1456	111	Perry County, Mississippi	28	1170	12187	519	4392	28	111
1457	113	Pike County, Mississippi	28	3130	40075	1378	14769	28	113
1458	115	Pontotoc County, Mississippi	28	2343	30517	1038	10542	28	115
1459	117	Prentiss County, Mississippi	28	1746	25380	744	9728	28	117
1460	119	Quitman County, Mississippi	28	1140	7761	528	3053	28	119
