,COUNTY,NAME,ST,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pop_under18,Pop_over25,Pop_over65,High_school_orless,College_ormore,unemp_rate,Pov_rate,Share_highschool_orless,Share_college_ormore,aqi_good_2013,aqi_bad_2013,aqi_good_2014,aqi_bad_2014,aqi_good_2015,aqi_bad_2015,aqi_good_2016,aqi_bad_2016,aqi_good_2017,aqi_bad_2017,Unnamed: 0,crime_rate_2010,crime_rate_2011,crime_rate_2012,crime_rate_2013,crime_rate_2014,Latitude,Longitude,aqi_good,aqi_bad,crime_rate,Apr_avg_temp,Apr_max_temp,Apr_min_temp,Apr_prcp,Apr_snow,Aug_avg_temp,Aug_max_temp,Aug_min_temp,Aug_prcp,Aug_snow,Dec_avg_temp,Dec_max_temp,Dec_min_temp,Dec_prcp,Dec_snow,Feb_avg_temp,Feb_max_temp,Feb_min_temp,Feb_prcp,Feb_snow,Jan_avg_temp,Jan_max_temp,Jan_min_temp,Jan_prcp,Jan_snow,Jul_avg_temp,Jul_max_temp,Jul_min_temp,Jul_prcp,Jul_snow,Jun_avg_temp,Jun_max_temp,Jun_min_temp,Jun_prcp,Jun_snow,Mar_avg_temp,Mar_max_temp,Mar_min_temp,Mar_prcp,Mar_snow,May_avg_temp,May_max_temp,May_min_temp,May_prcp,May_snow,Nov_avg_temp,Nov_max_temp,Nov_min_temp,Nov_prcp,Nov_snow,Oct_avg_temp,Oct_max_temp,Oct_min_temp,Oct_prcp,Oct_snow,Sep_avg_temp,Sep_max_temp,Sep_min_temp,Sep_prcp,Sep_snow,winter_avg_temp,summer_avg_temp,annual_avg_temp,Region,State_name,Population,Hispanic_Latino,White,Black,Asian,Hispanic_Latino_share,White_share,Black_share,Asian_share,Share_over65,Share_under18,airport,dist_airport
2911,53,"Jackson County, Wisconsin",55,2915,7960,14451,19229,2810,47851,23299,470,127000,55,53,4523,14451,3515,7970,2000,0.052010444,0.146133444,0.551518926,0.138398727,0.709141274,0,0.865921788,0,0.869806094,0,0.892957746,0,0.863207547,0,3105,0.018974033,0.016944201,0.019012513,0.01379882,0.01764052,44.324895,90.806541,0.84020689,0,0.017274017,43.8,57.2,30.4,2.99,,66.5,78.8,54.2,4.36,,17.8,26.8,8.7,1.49,,18,29.6,6.4,1.1,,13.6,23.7,3.4,0.96,,68.6,81.2,56,4.05,,64.5,77.4,51.6,4.62,,29.9,41.5,18.3,1.83,,54.3,68.6,40.1,3.85,,31.9,41.4,22.4,2.16,,45.9,57.9,34,2.36,,58.1,71.1,45,3.68,,16.46666667,66.53333333,42.74166667,MIDWEST,Wisconsin,20449,519,17987,390,51,0.025380214,0.879602915,0.019071837,0.002494009,0.171891046,0.22118441,La Crosse Municipal Airport,61.26868602
2912,55,"Jefferson County, Wisconsin",55,4482,32413,56642,80903,8597,56877,26935,642,173000,55,55,19113,56642,12096,25660,12783,0.052812582,0.106263056,0.453020727,0.22568059,0.803108808,0,0.825641026,0,0.863636364,0,0.875621891,0,0.858823529,0,3106,0.019351688,0.018088546,0.018453992,0.016515384,0.016080797,43.013807,88.773986,0.845366324,0,0.017698081,47.3,57.6,36.9,3.6,,71.3,81.4,61.1,4.6,,23.2,31.2,15.2,1.95,,22.7,31.7,13.6,1.43,,18.8,27.3,10.4,1.34,,72.9,82.9,62.8,4.47,,69,79.9,58.1,4.74,,33.9,43.3,24.4,2.11,,58.5,69.4,47.5,3.66,,36.7,45.6,27.7,2.53,,50,60.9,39,2.97,,62,73.6,50.3,3.59,,21.56666667,71.06666667,47.19166667,MIDWEST,Wisconsin,83686,5555,75903,628,551,0.066379084,0.906997586,0.007504242,0.006584136,0.144540305,0.228389456,Dane County Regional Truax Field,47.98239053
2913,57,"Juneau County, Wisconsin",55,3609,9984,19170,24926,3567,44961,22363,523,116800,55,57,5459,19170,4978,10886,2365,0.069022457,0.143103587,0.567866458,0.123369849,0.81043956,0,0.838356164,0,0.854395604,0,0.896174863,0,0.867924528,0,3107,0.020552055,0.021159008,0.020047356,0.018206389,0.014667622,43.932836,90.113984,0.853458144,0,0.018926486,45.8,60.2,31.4,2.94,1.2,68.1,81.4,54.7,4.02,0,20,30.1,9.9,1.34,9.6,21.1,32.7,9.5,0.93,6.8,16.2,27.2,5.2,0.98,8.1,70.2,83.9,56.5,4.65,0,65.9,80,51.8,4.28,0,32,44.5,19.4,1.72,5.6,57.1,71.5,42.6,3.51,0,33.6,43.9,23.2,2.08,3.1,47.7,60.5,34.9,2.45,0.3,59.7,73.3,46.1,3.72,0,19.1,68.06666667,44.78333333,MIDWEST,Wisconsin,26664,687,24706,545,113,0.025765077,0.926567657,0.020439544,0.004237924,0.186693669,0.204732973,Volk Field,11.21498585
2914,59,"Kenosha County, Wisconsin",55,5354,62330,109826,162948,24823,54918,26514,724,161800,55,59,41183,109826,20263,46742,26868,0.090439397,0.152336942,0.425600495,0.244641524,0.630177515,0,0.614325069,0,0.747922438,0,0.759668508,0,0.740566038,0,3108,0.027790129,0.027807192,0.027903316,0.022334332,0.022311335,42.579703,87.424898,0.698531913,0,0.025629261,44.6,51.5,37.8,3.75,1.3,70.9,77.4,64.3,4.06,0,27,33.6,20.4,2.18,9.9,26,32.6,19.4,1.62,10.5,22.6,29.7,15.5,1.75,13.6,71.2,78.2,64.2,3.33,0,64.6,72.3,56.9,3.83,0,34.7,41.2,28.2,2.19,5.3,54,61.3,46.7,3.94,0.1,39.7,46.3,33.1,2.96,1.6,51.4,58.7,44,2.75,0.1,63.2,70.2,56.2,3.67,0,25.2,68.9,47.49166667,MIDWEST,Wisconsin,166426,19592,129892,10655,2343,0.117721991,0.780479012,0.064022448,0.014078329,0.121753813,0.247455325,Kenosha Regional Airport,41.31839887
2915,61,"Kewaunee County, Wisconsin",55,2030,8138,14411,20310,1800,56863,26655,501,148100,55,61,4615,14411,3716,7538,2273,0.045745482,0.088626292,0.523072653,0.157726737,0.783653846,0,0.871287129,0,0.85,0,0.861702128,0,0.901734104,0,3109,0.012199864,0.012001549,0.013080128,0.012441303,0.009759906,44.500949,87.161813,0.853675441,0,0.01189655,41.7,49.1,34.3,2.63,,67.6,75.8,59.3,3.51,,22.8,29.6,15.9,1.59,,20.6,28.7,12.5,1.09,,18.2,26.1,10.2,1.48,,68,76.8,59.2,3.38,,62,70.2,53.7,3.73,,30,37.4,22.5,1.72,,52,60.1,43.8,3.1,,35.9,42.7,29.1,2.32,,47.9,55.7,40,2.86,,59.8,68.1,51.5,3.35,,20.53333333,65.86666667,43.875,MIDWEST,Wisconsin,20574,463,19724,63,59,0.022504131,0.95868572,0.003062117,0.002867697,0.180616312,0.224312239,Austin Straubel International Airport,76.99654656
2916,63,"La Crosse County, Wisconsin",55,4868,46345,73880,111926,16616,50539,27550,632,156700,55,63,24084,73880,16641,24638,22820,0.050610957,0.148455229,0.333486735,0.308879264,0.709141274,0,0.865921788,0,0.869806094,0,0.892957746,0,0.863207547,0,3110,0.026230395,0.027011065,0.029024407,0.021987033,0.021833353,43.908222,91.111758,0.84020689,0,0.025217251,46.4,55.9,36.8,3.47,,69,77.6,60.3,4.63,,20.5,27.6,13.3,1.38,,20.5,28.7,12.2,0.97,,15.8,23.6,7.9,1.02,,70.8,79.7,61.9,4.51,,66.3,75.2,57.3,4.73,,32.2,40.4,23.9,1.85,,56.8,66.4,47.2,4.06,,33.9,41,26.7,2.26,,48.4,57.1,39.6,2.5,,61,69.9,52.1,3.78,,18.93333333,68.7,45.13333333,MIDWEST,Wisconsin,114638,1741,104417,1553,4727,0.015186936,0.910841082,0.013546991,0.041234146,0.14516129,0.210087406,La Crosse Municipal Airport,12.09013458
2917,65,"Lafayette County, Wisconsin",55,2680,6646,11367,16624,1800,51445,25258,450,124000,55,65,4175,11367,2752,5893,1985,0.033416686,0.10827719,0.518430545,0.17462831,0.895899054,0,0.917847025,0,0.944954128,0,0.945714286,0,0.921296296,0,3111,0.01278725,0.013247383,0.012397675,0.010065127,0.010148605,42.655578,90.130292,0.925142158,0,0.011729208,46.8,57.4,36.1,3.72,1.5,69.7,79.8,59.5,4.72,0,21.9,30.1,13.7,1.67,7,22.1,31.4,12.7,1.44,7.1,17.6,26.4,8.9,1.18,10.5,71.5,81.7,61.3,4.5,0,67.5,77.8,57.3,5.12,0,33.8,43.4,24.2,2.27,5.6,57.4,68.4,46.5,3.73,0.4,35.2,44.2,26.1,2.51,1.8,48.8,59.6,37.9,2.41,0.5,60.7,72.3,49.2,3.66,0,20.53333333,69.56666667,46.08333333,MIDWEST,Wisconsin,16836,522,16102,39,57,0.031004989,0.956402946,0.002316465,0.003385602,0.163459254,0.247980518,Dubuque Regional Airport,55.3000652
2918,67,"Langlade County, Wisconsin",55,2725,8713,14321,19172,3063,41775,23857,508,109700,55,67,3937,14321,4227,7634,2137,0.081351555,0.15976424,0.533063334,0.149221423,0.900552486,0,0.914835165,0,0.933701657,0,0.957746479,0,0.957142857,0,3112,0.040246283,0.037430223,0.042597167,0.031847459,0.028424833,45.259204,89.06819,0.932795729,0,0.036109193,41.4,52,30.7,2.38,2.9,65.1,76.2,53.9,3.85,0,16.2,24.8,7.6,1.06,14.7,15.4,25.8,4.9,0.69,7.8,11.2,20.7,1.7,0.76,10.9,66.6,77.8,55.5,3.29,0,62.2,73.3,51,3.9,0,26.5,36.4,16.6,1.21,7.9,52.9,64.4,41.3,3.21,0.4,30.5,38.2,22.8,1.93,7.2,43.9,53.8,34.1,3.1,1.2,56.2,67.1,45.3,3.79,0,14.26666667,64.63333333,40.675,MIDWEST,Wisconsin,19977,324,19109,70,62,0.016218651,0.956550033,0.00350403,0.003103569,0.211593332,0.197076638,Rhinelander Oneida County Airport,51.8189607
2919,69,"Lincoln County, Wisconsin",55,3222,12419,20633,27478,2800,49721,25856,481,132600,55,69,5719,20633,5500,10430,3167,0.056847189,0.101899702,0.505500897,0.153491979,0.782729805,0,0.800554017,0,0.767705382,0,0.868852459,0,0.990521327,0,3113,0.0241798,0.021996675,0.020156931,0.017670342,0.011587425,45.338319,89.742082,0.842072598,0,0.019118235,42.3,54.4,30.2,2.73,4,65.8,77.8,53.9,4.18,0,17.5,26.2,8.8,1.42,12.4,16.6,27.6,5.6,0.95,9,12.7,22.8,2.5,1.07,12.2,67.9,79.8,56,3.73,0,63.6,75.5,51.6,3.86,0,28,38.9,17,1.69,8.2,54.1,66.7,41.5,3.43,0.1,31.3,39.9,22.7,2.17,4.6,44.6,55.4,33.8,2.97,0.8,57,68.9,45,4.04,0,15.6,65.76666667,41.78333333,MIDWEST,Wisconsin,28743,340,27763,152,124,0.011828967,0.965904742,0.005288244,0.004314094,0.191350938,0.198970184,Rhinelander Oneida County Airport,38.99215084
2920,71,"Manitowoc County, Wisconsin",55,5956,33927,57142,79497,7957,48398,26096,494,126700,55,71,17232,57142,14625,28344,11229,0.053185675,0.100091827,0.49602744,0.196510448,0.732057416,0,0.895522388,0,0.832460733,0,0.85106383,0,0.926136364,0,3114,0.014095921,0.016382019,0.020533856,0.017733403,0.019798291,44.105108,87.313828,0.847448146,0,0.017708698,41.9,48.6,35.1,2.9,0.9,67.5,74.8,60.3,3.23,0,24.2,30.9,17.5,1.7,9.5,22,29.4,14.7,1.36,8,19.5,26.7,12.4,1.58,14.4,67.2,74.6,59.7,3.07,0,61,68.7,53.4,3.42,0,31,38,24,1.99,6.5,51.4,58.6,44.1,3.12,0,36.1,42.7,29.6,2.29,2.2,47.7,54.6,40.8,2.46,0.1,59.8,66.8,52.8,3.2,0,21.9,65.23333333,44.10833333,MIDWEST,Wisconsin,81442,2565,75210,412,2027,0.031494806,0.923479286,0.005058815,0.024888878,0.179575649,0.211586159,Austin Straubel International Airport,77.59768583
2921,73,"Marathon County, Wisconsin",55,9253,53848,92401,133258,14095,54083,28457,584,144500,55,73,31983,92401,20979,42557,21937,0.054722087,0.105772261,0.460568609,0.237410851,0.852216749,0,0.922680412,0,0.941176471,0,0.916666667,0,0.928104575,0,3115,0.018938857,0.019421153,0.018063535,0.016287036,0.01452307,44.898036,89.757823,0.912168975,0,0.01744673,44.1,54.8,33.3,2.73,4.1,67.3,77.7,57,4.16,0,19,26.5,11.4,1.36,13.9,19.1,28.1,10,0.92,9.6,14.6,23.1,6,1.02,13.5,69.3,80,58.6,3.83,0,64.9,75.8,53.9,4.31,0,30,39.5,20.5,1.76,10,55.6,67,44.2,3.48,0.2,32.5,40.1,24.9,2,6.9,46,55.4,36.6,2.94,1.4,58.5,68.8,48.1,3.9,0,17.56666667,67.16666667,43.40833333,MIDWEST,Wisconsin,134063,2992,121007,820,7107,0.022317865,0.902612951,0.006116527,0.05301239,0.15648613,0.238566942,Wausau Downtown Airport,10.82468304
2922,75,"Marinette County, Wisconsin",55,5035,18319,30072,40115,5168,43425,24450,497,110500,55,75,8106,30072,8768,15520,4316,0.072688107,0.128829615,0.516094706,0.143522213,0.900552486,0,0.914835165,0,0.933701657,0,0.957746479,0,0.957142857,0,3116,0.025150303,0.022012354,0.026363049,0.019449259,0.016685099,45.346899,87.991198,0.932795729,0,0.021932013,41.5,55.7,27.3,2.6,4.1,65.7,79.2,52.1,3.18,0,18.6,29.1,8.1,1.71,12.1,17.5,30.3,4.7,0.99,8.8,13.6,25.5,1.6,1.14,13.2,67,81,53,3.23,0,63,77.2,48.8,3.59,0,28.1,40.8,15.3,1.85,11.6,53.2,68.1,38.3,3.17,0.3,31,41.3,20.7,2.21,2.6,44.4,57,31.9,2.78,0.4,56.5,70.1,42.8,3.7,0,16.56666667,65.23333333,41.675,MIDWEST,Wisconsin,41749,522,40260,106,217,0.012503293,0.964334475,0.002538983,0.005197729,0.210017006,0.194160339,Austin Straubel International Airport,96.39330016
2923,77,"Marquette County, Wisconsin",55,2819,6332,11218,14856,2069,46242,24054,534,144500,55,77,3016,11218,3326,6271,1437,0.073863636,0.139270328,0.559012302,0.1280977,0.816513761,0,0.866995074,0,0.897196262,0,0.884422111,0,0.888235294,0,3117,0.01804726,0.016223903,0.015246463,0.012736752,0.0134206,43.826053,89.409095,0.8706725,0,0.015134996,45.8,57,34.5,3.32,2,68.5,79.4,57.6,3.89,0,21.2,29.7,12.7,1.45,12.2,21.4,31.3,11.5,1.19,8.7,16.9,26.2,7.5,1.16,10.3,70.5,81.6,59.4,4.36,0,66.5,77.9,55.1,4.71,0,32.3,42,22.6,1.81,6,57.1,68.6,45.6,3.78,0.1,35.1,44.1,26.1,2.36,2.2,48,59,36.9,2.44,0.2,60.1,71.6,48.7,4,0,19.83333333,68.5,45.28333333,MIDWEST,Wisconsin,15404,391,14697,75,68,0.025383017,0.95410283,0.004868865,0.004414438,0.215917943,0.1957933,Dane County Regional Truax Field,76.45277935
2924,78,"Menominee County, Wisconsin",55,337,1259,2527,4356,1535,35343,14482,303,83500,55,78,1417,2527,603,1365,407,0.14,0.352387511,0.540166205,0.161060546,0.723287671,0,0.704109589,0,0.820441989,0,0.859598854,0,0.83490566,0,3118,0.014650284,0.009882353,0.013994035,0.008691674,0.007612457,44.991304,88.669251,0.788468753,0,0.010966161,44.2,55.6,32.8,2.72,2.7,67.6,79.1,56.1,3.6,0,19.7,28.1,11.3,1.36,11.5,18.8,28.9,8.7,0.9,9.1,14.8,24.3,5.3,1.14,11.6,69.6,81.3,57.9,3.88,0,65.3,77,53.5,3.69,0,30,40,20,1.63,7.6,55.6,67.6,43.5,3.59,0.2,33.4,42.1,24.7,2.28,3.9,46.5,57.3,35.7,2.89,0.3,58.9,70.7,47.1,3.65,0,17.76666667,67.5,43.7,MIDWEST,Wisconsin,4232,178,447,19,1,0.042060491,0.105623819,0.004489603,0.000236295,0.142485822,0.334829868,Austin Straubel International Airport,70.64907213
2925,79,"Milwaukee County, Wisconsin",55,37668,381715,620247,934073,201124,43873,24984,676,151700,55,79,234769,620247,113867,257898,180757,0.089589093,0.215319359,0.415798867,0.291427447,0.605479452,0,0.64109589,0,0.728767123,0,0.743169399,0,0.740566038,0,3119,0.053987665,0.052656682,0.054584028,0.050340768,0.050916021,43.017655,87.481575,0.69181558,0,0.052497033,45,52.8,37.2,3.52,,70.9,78.7,63.1,4.03,,26.3,34,18.5,1.82,,25.1,33.7,16.5,1.46,,21.7,29.6,13.7,1.56,,71.6,79.6,63.5,3.83,,65.7,74.4,57,4.04,,34.6,42.5,26.6,2.17,,54.7,62.9,46.5,3.75,,39.3,46.7,31.8,2.71,,51.2,59.8,42.6,3,,63.3,72,54.5,3.63,,24.36666667,69.4,47.45,MIDWEST,Wisconsin,947735,126039,514958,248794,32007,0.132989707,0.543356529,0.26251431,0.033772099,0.120146454,0.24771587,General Mitchell International Airport,34.74423495
2926,81,"Monroe County, Wisconsin",55,4115,17794,30440,44176,6676,50694,23709,604,135300,55,81,11597,30440,6934,15238,5204,0.060460653,0.151122782,0.500591327,0.170959264,0.709141274,0,0.865921788,0,0.869806094,0,0.892957746,0,0.863207547,0,3120,0.024818443,0.020227959,0.026159148,0.017083519,0.01400934,43.945175,90.619969,0.84020689,0,0.020459682,46.3,58,34.7,3.31,1.7,69.5,81,58,4.37,0,20.7,29.8,11.5,1.08,9.9,21.3,31.4,11.1,0.9,7.2,16.3,26.2,6.4,0.93,9.4,71.7,83.3,60,4.41,0,67.3,79.1,55.5,4.76,0,33,43.1,22.9,1.83,6.3,57.6,69.5,45.8,4.24,0,34.7,43.8,25.6,2.16,2.7,48.2,59.8,36.7,2.32,0.2,60.7,72.5,48.8,3.69,0,19.43333333,69.5,45.60833333,MIDWEST,Wisconsin,44673,1661,41260,475,281,0.037181295,0.923600385,0.010632821,0.006290153,0.155216798,0.25959752,Volk Field,29.43765962
2927,83,"Oconto County, Wisconsin",55,4988,15486,27119,37066,3466,52765,26914,493,150900,55,83,7836,27119,6686,14501,4172,0.050667754,0.093508876,0.534717357,0.153840481,0.723287671,0,0.679452055,0,0.775342466,0,0.855191257,0,0.891509434,0,3121,0.019808816,0.018321701,0.021110638,0.01419862,0.029438002,44.996575,88.206516,0.784956577,0,0.020575555,43.6,55.4,31.9,2.79,,66.7,78.6,54.9,3.53,,19.9,28.4,11.4,1.69,,18.5,29.2,7.7,0.97,,14.9,24.6,5.3,1.37,,68.7,80.8,56.6,3.36,,64.2,76.2,52.2,3.98,,29.7,40.1,19.3,1.8,,55.3,67.8,42.8,3.61,,33.4,41.9,24.9,2.5,,46,57,35,2.81,,58.3,70,46.6,3.49,,17.76666667,66.53333333,43.26666667,MIDWEST,Wisconsin,37660,519,36167,68,110,0.0137812,0.960355815,0.001805629,0.002920871,0.177535847,0.208072225,Austin Straubel International Airport,57.16405264
2928,85,"Oneida County, Wisconsin",55,4471,15044,27070,34987,3632,46516,26432,599,162600,55,85,6251,27070,8362,11310,6779,0.062630118,0.103809987,0.417805689,0.250424825,0.782729805,0,0.800554017,0,0.767705382,0,0.868852459,0,0.990521327,0,3122,0.027612645,0.016816485,0.021564093,0.016628344,0.017286861,45.713791,89.536693,0.842072598,0,0.019981686,41.6,53.3,29.8,1.8,,64.9,76.9,52.8,3.23,,16.8,25.3,8.4,0.88,,16.4,26.2,6.6,0.26,,12.2,21.3,3.2,0.76,,66.8,79,54.5,3.89,,62.3,74.3,50.3,3.44,,27.1,37.2,17.1,1.22,,52.9,65.3,40.5,2.89,,30.3,37.9,22.7,1.68,,43.7,53.6,33.9,2.71,,55.5,66.5,44.4,3.83,,15.13333333,64.66666667,40.875,MIDWEST,Wisconsin,35998,385,34560,150,188,0.010695039,0.960053336,0.004166898,0.005222512,0.232290683,0.173648536,Rhinelander Oneida County Airport,10.64576195
2929,87,"Outagamie County, Wisconsin",55,7896,70505,120654,177042,15723,58765,28679,616,155900,55,87,43941,120654,22954,49063,33437,0.036759742,0.088809435,0.406642134,0.277131301,0.723287671,0,0.704109589,0,0.820441989,0,0.859598854,0,0.83490566,0,3123,0.023922578,0.019919421,0.018332782,0.016131188,0.017658254,44.418226,88.464988,0.788468753,0,0.019192845,45.4,54.9,35.9,2.94,2.5,69.8,78.9,60.7,3.79,0,22,28.9,15.1,1.56,11.3,20.8,28.9,12.6,1.07,8.6,17.5,24.9,10,1.14,11.6,71.9,81.2,62.5,3.64,0,67.2,76.8,57.7,4.01,0,31.3,40,22.7,1.82,6.9,57.3,67.4,47.3,3.2,0.3,35.3,42.8,27.8,2.2,2.9,48.3,57.1,39.6,2.53,0.1,61,70.7,51.3,3.18,0,20.1,69.63333333,45.65,MIDWEST,Wisconsin,176695,6359,158366,1682,5208,0.035988568,0.89626758,0.009519228,0.029474518,0.129907468,0.248682758,Austin Straubel International Airport,27.71026036
2930,89,"Ozaukee County, Wisconsin",55,3557,34543,60384,86277,4467,76433,43543,720,245700,55,89,19503,60384,14629,15736,27855,0.043598496,0.051775096,0.260598834,0.461297695,0.75,0,0.810055866,0,0.819178082,0,0.828169014,0,0.844339623,0,3124,0.010475143,0.011236473,0.010980528,0.010661152,0.009134775,43.360715,87.496553,0.810348517,0,0.010497614,43.3,51.5,35.1,3.28,0.6,69.4,77.8,61,3.95,0,25.7,33.7,17.6,1.98,9.2,24.2,33.1,15.3,1.4,9.1,21.4,29.8,13,1.5,11.6,69.6,78.3,60.8,4.01,0,63.2,72,54.5,3.82,0,33.1,41.4,24.9,1.96,6.4,53.1,61.5,44.6,3.43,0,37.8,46.1,29.5,2.36,1,49.7,58.7,40.6,2.44,0.1,61.4,70.6,52.1,3.47,0,23.76666667,67.4,45.99166667,MIDWEST,Wisconsin,86395,1956,80689,1144,1505,0.022640199,0.933954511,0.013241507,0.01741999,0.169326929,0.22574223,General Mitchell International Airport,56.29570523
2931,91,"Pepin County, Wisconsin",55,1241,2954,5210,7226,947,49516,24951,438,141800,55,91,1641,5210,1482,2718,904,0.045503792,0.131054525,0.52168906,0.173512476,0.804469274,0,0.870056497,0,0.907821229,0,0.883008357,0,0.891509434,0,3125,0.006292676,0.008397761,0.012245997,0.009625813,0.010081744,44.627436,91.83489,0.871372958,0,0.009328798,45.6,56.9,34.2,3.22,,69.6,80.4,58.8,4.7,,19.5,29.1,9.8,1.15,,18.8,29.2,8.4,0.92,,14.9,25.5,4.3,1.09,,72,82.8,61.2,4.06,,67.3,78.1,56.5,4.68,,30.9,41.4,20.3,1.87,,57.5,69,46,3.84,,33.7,42.3,25.1,1.9,,48.3,58.7,37.8,2.42,,60.9,72.6,49.2,3.85,,17.73333333,69.63333333,44.91666667,MIDWEST,Wisconsin,7469,72,7305,18,13,0.009639845,0.978042576,0.002409961,0.001740528,0.198420137,0.219708127,Chippewa Valley Regional Airport,38.37327563
2932,93,"Pierce County, Wisconsin",55,3303,15177,25402,38144,4615,61611,29068,626,191000,55,93,8732,25402,4870,9688,6974,0.034238698,0.120988884,0.381387292,0.274545311,0.892018779,0,0.916666667,0,0.943925234,0,0.943925234,0,0.909836066,0,3126,0.018918062,0.021748629,0.019820831,0.015928726,0.017167277,44.725337,92.426279,0.921274396,0,0.018716705,46.4,58.5,34.3,3.04,,68.7,79.8,57.6,4.89,,19,27.5,10.6,1.24,,20.1,30,10.1,0.78,,14.8,24,5.6,0.96,,70.8,81.9,59.6,4.38,,66.7,78,55.4,4.47,,32,42,22,1.94,,57.5,69.3,45.7,3.94,,33.3,42,24.6,2.25,,48.4,59.7,37,2.66,,60.6,72.1,49,4.33,,17.96666667,68.73333333,44.85833333,MIDWEST,Wisconsin,41019,623,39264,223,299,0.015188084,0.957214949,0.005436505,0.007289305,0.118725469,0.212876959,New Richmond Regional Airport,47.82562437
2933,95,"Polk County, Wisconsin",55,5535,17994,30863,42949,4407,50714,26450,587,155100,55,95,9723,30863,7764,14445,6020,0.065661611,0.102610072,0.46803616,0.195055568,0.717808219,0,0.780821918,0,0.761643836,0,0.729508197,0,0.651933702,0,3127,0.015722203,0.016757512,0.014381809,0.013416178,0.013227758,45.46803,92.453154,0.728343174,0,0.014701092,45.4,57,33.8,2.69,,68.2,78.8,57.6,4.36,,17.6,25.4,9.8,1.08,,18.3,28,8.5,0.79,,13,22.3,3.8,0.8,,70.2,81.2,59.2,3.94,,65.6,76.7,54.5,4.13,,30.5,40.2,20.7,1.56,,57.2,69,45.3,3.75,,31.8,39.4,24.2,1.93,,47.3,57.1,37.5,3.24,,59.8,70.4,49.2,3.97,,16.3,68,43.74166667,MIDWEST,Wisconsin,44205,656,42475,91,148,0.01483995,0.960864156,0.002058591,0.003348038,0.17563624,0.219952494,New Richmond Regional Airport,36.15314017
2934,97,"Portage County, Wisconsin",55,5019,27768,44494,66928,10095,51613,26071,589,151700,55,97,14051,44494,9955,18345,12992,0.066659621,0.150833732,0.412302782,0.291994426,0.852216749,0,0.922680412,0,0.941176471,0,0.916666667,0,0.928104575,0,3128,0.019080535,0.018756043,0.018031994,0.016905477,0.015149581,44.476246,89.49807,0.912168975,0,0.017584726,44.3,54.9,33.8,2.94,2,67.8,77.8,57.8,3.91,0,19.7,27.8,11.7,1.41,12.9,19.1,28.6,9.6,1.02,9.4,15.4,24.2,6.7,1.05,11.7,69.8,79.8,59.7,3.92,0,65.4,75.6,55.2,4.38,0,30.3,39.7,20.8,1.72,7.2,55.7,66.6,44.9,3.78,0,33.3,41.5,25.1,2.13,1.3,46.6,56.5,36.8,2.57,0.2,59.1,69.5,48.7,3.8,0,18.06666667,67.66666667,43.875,MIDWEST,Wisconsin,70019,1853,64897,362,1955,0.026464245,0.926848427,0.005170025,0.027920993,0.142175695,0.200674103,Central Wisconsin Airport,36.06550258
2935,99,"Price County, Wisconsin",55,3012,6700,10606,13579,1860,43137,25055,430,116700,55,99,2408,10606,3192,5479,1756,0.043834015,0.136976213,0.516594381,0.16556666,0.824657534,0,0.882191781,0,0.917808219,0,0.925,0,0.933054393,0,3129,0.017374108,0.014415301,0.016179615,0.014566273,0.014566642,45.679072,90.35965,0.896542386,0,0.015420388,41.2,52.4,30,2.54,,65.2,75.4,55,3.62,,15.8,24.3,7.2,1.28,,15.7,26.5,4.9,0.85,,11.3,21,1.6,1.01,,66.6,77,56.3,4.08,,61.8,72.9,50.7,4.05,,26.8,37.3,16.3,1.61,,53.9,65.5,42.3,3.23,,29.5,37.7,21.3,2.08,,43.8,53.7,33.9,3.6,,56.1,66.5,45.7,4.07,,14.26666667,64.53333333,40.64166667,MIDWEST,Wisconsin,14159,153,13661,34,58,0.010805848,0.964828025,0.0024013,0.004096334,0.22543965,0.170068508,Rhinelander Oneida County Airport,69.73986633
2936,101,"Racine County, Wisconsin",55,6982,75183,131699,190009,23768,55584,27895,645,164600,55,101,46942,131699,27840,56016,31221,0.077546888,0.125088812,0.425333526,0.237063303,0.630177515,0,0.614325069,0,0.747922438,0,0.759668508,0,0.740566038,0,3130,0.030305822,0.031117044,0.029476027,0.026480271,0.024785886,42.754075,87.414676,0.698531913,0,0.02843301,44.6,51.5,37.8,3.75,1.3,70.9,77.4,64.3,4.06,0,27,33.6,20.4,2.18,9.9,26,32.6,19.4,1.62,10.5,22.6,29.7,15.5,1.75,13.6,71.2,78.2,64.2,3.33,0,64.6,72.3,56.9,3.83,0,34.7,41.2,28.2,2.19,5.3,54,61.3,46.7,3.94,0.1,39.7,46.3,33.1,2.96,1.6,51.4,58.7,44,2.75,0.1,63.2,70.2,56.2,3.67,0,25.2,68.9,47.49166667,MIDWEST,Wisconsin,195408,22546,145414,21212,2081,0.115379104,0.744155818,0.108552362,0.010649513,0.142471137,0.240225579,General Mitchell International Airport,44.85501406
